Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Xi Jiang Yue,Bulk Carrier,40341,74940,2011,225,In Service,Ocean Broaden,Ocean Broaden,Ocean Broaden,Hong Kong,,IFO 380,Diesel 2-Stroke,,,2400,11620,IFO 380,,,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,13,14.11,32.2,MAN Energy Solutions,Japan,Hong Kong,801,Bulkers,33.1
KT Birdie,Bulk Carrier,40341,74886,2011,225,In Service,Kyoei Tanker,Kyoei Tanker,Kyoei Tanker,Panama,,IFO 380,Diesel 2-Stroke,,,1470,11060,IFO 380,,,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,13.8,14.14,32.2,MAN Energy Solutions,Japan,Japan,802,Bulkers,33.5
Global Bonanza,Bulk Carrier,40341,74916,2011,225,In Service,Doun Kisen,Doun Kisen,,Panama,,IFO 380,Diesel 2-Stroke,,,2400,11060,IFO 380,,,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,16,14.22,32.2,MAN Energy Solutions,Japan,Japan,781,Bulkers,
Ocean Road,Bulk Carrier,40341,75051,2012,225,In Service,Ocean Longevity,Ocean Longevity,Ocean Longevity,Hong Kong,,IFO 380,Diesel 2-Stroke,,,1470,8700,IFO 380,,,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.5,14.22,32.2,MAN Energy Solutions,Japan,Hong Kong,803,Bulkers,
Sasebo Ace,Bulk Carrier,40339,75008,2011,225,In Service,Fundador Naviera,Fundador Naviera,Fundador Naviera,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,1470,9230,IFO 380,,,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,16.6,14.14,32.25,MAN Energy Solutions,Japan,Greece,783,Bulkers,
Mistral,Bulk Carrier,40334,74866,2012,225,In Service,Minerva Ship Mgmt,Minerva Ship Mgmt,Minerva Ship Mgmt,Liberia,,IFO 380,Diesel 2-Stroke,,,2400,9230,IFO 380,,14.5,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.5,14.22,32.2,MAN Energy Solutions,Japan,Greece,805,Bulkers,
Efrossini,Bulk Carrier,40334,75003,2012,225,In Service,Safe Bulkers,Safe Bulkers,Safe Bulkers,Cyprus,,IFO 380,Diesel 2-Stroke,,,,8700,IFO 380,,14.5,,,18.9,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.5,14.12,32.2,MAN Energy Solutions,Japan,Greece,804,Bulkers,
Scorpio,Bulk Carrier,40334,74930,2012,225,In Service,Pavimar SA,Pavimar SA,Pavimar SA,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,1365,8700,IFO 380,,14.5,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,13.8,14.22,32.2,MAN Energy Solutions,Japan,Greece,808,Bulkers,32.2
Cymona Energy,Bulk Carrier,40329,74867,2012,225,In Service,Alassia Newships,Alassia Newships,Alassia Newships,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,1470,8700,IFO 380,,,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.5,14.22,32.2,MAN Energy Solutions,Japan,Greece,807,Bulkers,
Yildizlar 2,Chip Carrier,40328,49865,1996,199.91,In Service,Pasifik Lojistik,Pasifik Lojistik,Pasifik Lojistik,Turkey,,IFO 380,Diesel 2-Stroke,,,,8951,IFO 380,,,,,,N,7UEC50LSII,UEC50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,Mitsubishi,14.7,11.55,32.23,Mitsubishi HI,Japan,Turkey,1264,Bulkers,35
Rosco Banyan,Bulk Carrier,40325,74967,2010,225,In Service,Rewood Ocean Shpg.,Rewood Ocean Shpg.,Rewood Ocean Shpg.,Hong Kong,,IFO 380,Diesel 2-Stroke,,,1200,11060,IFO 380,,17.3,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,13.8,14.11,32.2,MAN Energy Solutions,Japan,China P.R.,792,Bulkers,33.2
Fortune Daisy,Bulk Carrier,40325,74979,2011,225,In Service,Cido Shipping,Cido Shipping,Oldendorff Carriers,Hong Kong,,IFO 380,Diesel 2-Stroke,,,1200,11060,IFO 380,,,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.5,14.11,32.2,MAN Energy Solutions,Japan,South Korea,794,Bulkers,33.7
Sanko Fortune,Bulk Carrier,40325,74940,2012,225,In Service,Sanko Steamship,Sanko Steamship,Sanko Steamship,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,,,11060,IFO 380,,14.5,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.4,14.22,32.2,MAN Energy Solutions,Japan,Japan,796,Bulkers,
Morning Cloud,Bulk Carrier,40325,74962,2011,225,In Service,Zodiac Maritime,Zodiac Maritime,,Liberia,,IFO 380,Diesel 2-Stroke,,,,11060,IFO 380,,,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.22,32.2,MAN Energy Solutions,Japan,United Kingdom,795,Bulkers,34.1
Rosco Olive,Bulk Carrier,40325,74951,2010,225,In Service,Rewood Ocean Shpg.,Rewood Ocean Shpg.,Rewood Ocean Shpg.,Hong Kong,,IFO 380,Diesel 2-Stroke,,,1200,11060,IFO 380,,14.5,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,13.8,14.11,32.2,MAN Energy Solutions,Japan,China P.R.,791,Bulkers,33
GH Glory,Bulk Carrier,40325,74979,2010,225,In Service,Great Harvest,Great Harvest,Great Harvest,Hong Kong,,IFO 380,Diesel 2-Stroke,,,1200,11060,IFO 380,,,,,,N,7S50MC-C8.2,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.5,14.11,32.2,MAN Energy Solutions,Japan,Hong Kong,793,Bulkers,33.7
Nefeli,Bulk Carrier,40300,76759,2004,225,In Service,"Nomikos, Evangelos","Nomikos, Evangelos","Nomikos, Evangelos",Bahamas,,IFO 180,Diesel 2-Stroke,,,,9230,IFO 380,,14.1,35,,,N,7S50MC-C8.1,S50,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.5,14.22,32.2,MAN Energy Solutions,Japan,Greece,733,Bulkers,36
Vighnharta,Bulk Carrier,40294,70912,1982,234.6,Long Term Storage (>28 days),Sulog Trns,Sulog Trns,Sulog Trns,India,,IFO 380,Diesel 2-Stroke,,1466,,10003,IFO 380,,,,,,N,4RLA90,RLA90,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,Sulzer,13,13.48,32.2,Sulzer,South Korea,India,178,Bulkers,37
Forestal Reina,Chip Carrier,40280,49892,2003,199.91,In Service,Far-East Transport,Far-East Transport,,Panama,,IFO 180,Diesel 2-Stroke,,,,9488,IFO 380,,,,,,N,6UEC50LSII,UEC50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,Mitsubishi,14,11.55,32.26,Mitsubishi HI,Japan,Japan,1389,Bulkers,29
Kutai Express,Chip Carrier,40275,49794,2008,199.91,In Service,Misuga Kaiun Co Ltd,Misuga Kaiun Co Ltd,Misuga Kaiun Co Ltd,Panama,,IFO 180,Diesel 2-Stroke,,,2400,9960,IFO 380,,,,,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,MAN B. & W.,14.7,11.55,32.2,MAN Energy Solutions,Japan,Japan,242,Bulkers,36.5
Brilliant Eagle,Chip Carrier,40269,49802,2008,199.91,In Service,Santoku Shipping,Santoku Shipping,,Panama,,IFO 380,Diesel 2-Stroke,,,3120,7825,IFO 380,,,,,,N,6UEC50LSII,UEC50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,Mitsubishi,14,11.55,32.2,Mitsubishi HI,Japan,Japan,245,Bulkers,
Genciana,Chip Carrier,40269,49775,2008,199.91,In Service,Hokoku Marine Co.Ltd,Miyazaki Sangyo,Hokoku Marine Co.Ltd,Panama,,IFO 380,Diesel 2-Stroke,,,3120,7824,IFO 380,,,,,,N,6UEC50LSII,UEC50,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,Mitsubishi,14,11.55,32.2,Mitsubishi HI,Japan,Japan,244,Bulkers,
Stellar Stream II,Chip Carrier,40253,50471,2005,199.99,In Service,Hachiuma Steamship,Nippon Yusen Kaisha,Hachiuma Steamship,Panama,,IFO 380,Diesel 2-Stroke,,,,7546,IFO 380,,,,,,N,6UEC52LS,UEC52,Diesel 2-Stroke,"Handymax Bulkers 40-64,999 dwt",,Mitsubishi,14.1,11.53,32.2,Mitsubishi HI,Japan,Japan,5305,Bulkers,
Xin Ang,Bulk Carrier,40230,73901,2005,225,In Service,Zhejiang Boxiang,Zhejiang Boxiang,Zhejiang Boxiang,China P.R.,,IFO 380,Diesel 2-Stroke,,,,10193,IFO 380,,,,,,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.07,32.26,MAN Energy Solutions,China P.R.,China P.R.,H2306,Bulkers,37
Calipso,Bulk Carrier,40230,73691,2005,225,In Service,Diana Shipping,Diana Shipping,COSCO Shipping Bulk,Bahamas,,IFO 380,Diesel 2-Stroke,,,,10200,IFO 380,,,,,,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.4,14.07,32.26,MAN Energy Solutions,China P.R.,Greece,H2303,Bulkers,36
Harvest,Bulk Carrier,40230,73691,2005,225,In Service,Seacon Ships,Seacon Ships,Seacon Ships,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,1980,10223,IFO 380,,,,,,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.07,32.26,MAN Energy Solutions,China P.R.,China P.R.,H2304,Bulkers,36
Protefs,Bulk Carrier,40230,73630,2004,225,In Service,Diana Shipping,Diana Shipping,Diana Shipping,Bahamas,,IFO 380,Diesel 2-Stroke,,,,10223,IFO 380,,,,,20,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.07,32.26,MAN Energy Solutions,China P.R.,Greece,H2301,Bulkers,36
Wooyang Banders,Bulk Carrier,40230,73699,2004,225,In Service,Woo Yang Shipping,Woo Yang Shipping,Woo Yang Shipping,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,6215,IFO 380,,,,,20,N,5RTA58,RTA58,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,Sulzer,15.5,14.07,32.26,Sulzer,China P.R.,South Korea,H2302,Bulkers,
Arethusa,Bulk Carrier,40224,73593,2007,225,In Service,Diana Shipping,Diana Shipping,Diana Shipping,Greece,,IFO 380,Diesel 2-Stroke,,,1800,10193,,,,,,24.3,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14,32.26,MAN Energy Solutions,China P.R.,Greece,H2319,Bulkers,33
The Wise,Bulk Carrier,40224,73593,2007,225,In Service,SNP Shipping Service,SNP Shipping Service,SNP Shipping Service,Panama,,IFO 380,Diesel 2-Stroke,,,,10193,IFO 380,,,,,24.3,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.4,14,32.26,MAN Energy Solutions,China P.R.,India,H2320,Bulkers,
Apollo,Bulk Carrier,40219,77326,2006,225,In Service,Transocean Maritime,Transocean Maritime,Oldendorff Carriers,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,,11300,IFO 380,,,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.16,32.26,MAN Energy Solutions,Japan,Monaco,10406,Bulkers,30
Ajax,Bulk Carrier,40219,77328,2006,225,In Service,Transocean Maritime,Transocean Maritime,Transocean Maritime,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,1830,11300,IFO 380,,,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.5,14.16,32.26,MAN Energy Solutions,Japan,Monaco,10414,Bulkers,30
Ecosand G. O.,Bulk Carrier,40198,75239,2008,225,In Service,Gleamray Maritime,Gleamray Maritime,Gleamray Maritime,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,1845,11300,,,,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.27,32.26,MAN Energy Solutions,China P.R.,Greece,H1388A,Bulkers,33.5
Ecoan G. O.,Bulk Carrier,40198,75131,2008,225,In Service,Gleamray Maritime,Gleamray Maritime,Gleamray Maritime,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,1845,11300,,,,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,13.75,14.25,32.26,MAN Energy Solutions,China P.R.,Greece,H1387A,Bulkers,31
Xin Yang Xin Shi Dai,Bulk Carrier,40172,74756,2001,224.97,In Service,Hebei Xin Yang,Hebei Xin Yang,Hebei Xin Yang,China P.R.,,IFO 180,Diesel 2-Stroke,,,1995,11300,IFO 380,,,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.6,14.02,32.28,MAN Energy Solutions,South Korea,China P.R.,1328,Bulkers,33
Sidari,Bulk Carrier,40170,75204,2007,225,In Service,Cardiff Marine,Cardiff Marine,Cardiff Marine,Malta,Pending,IFO 380,Diesel 2-Stroke,,,,11300,IFO 380,,14,,,36,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.22,32.26,MAN Energy Solutions,China P.R.,Greece,H1397A,Bulkers,31.94
Anny Petrakis,Bulk Carrier,40170,75204,2008,225,In Service,Iolcos Hellenic,Iolcos Hellenic,Iolcos Hellenic,Malta,,IFO 380,Diesel 2-Stroke,,,1845,11300,IFO 380,,,,,36,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.22,32.26,MAN Energy Solutions,China P.R.,Greece,H1395A,Bulkers,31.94
Rapallo,Bulk Carrier,40170,75123,2009,225,In Service,Dryships,Dryships,Dryships,Malta,Fitted,IFO 380,Diesel 2-Stroke,,,,11292,,,14,,,33.25,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.22,32.26,MAN Energy Solutions,China P.R.,Greece,H1518A,Bulkers,
Amalfi,Bulk Carrier,40170,75206,2009,225,In Service,Cardiff Marine,Cardiff Marine,Cardiff Marine,Malta,,IFO 380,Diesel 2-Stroke,,,,11300,IFO 380,,14,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.25,32.26,MAN Energy Solutions,China P.R.,Greece,H1506A,Bulkers,31.94
Paganini,Bulk Carrier,40170,75118,2008,225,In Service,Borealis Maritime,Borealis Maritime,,Liberia,,IFO 380,Diesel 2-Stroke,,,,11300,,,,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.22,32.26,MAN Energy Solutions,China P.R.,United Kingdom,H1516A,Bulkers,36.2
AP Libertas,Bulk Carrier,40170,75213,2008,225,In Service,Atlantska Plovidba,Atlantska Plovidba,Atlantska Plovidba,Malta,,IFO 380,Diesel 2-Stroke,,,1845,8990,,,,,,36,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.25,32.26,MAN Energy Solutions,China P.R.,Croatia,H1517A,Bulkers,36.2
Milagro,Bulk Carrier,40170,75205,2009,225,In Service,Cardiff Marine,Cardiff Marine,Cardiff Marine,Malta,Fitted,IFO 380,Diesel 2-Stroke,,,,8990,,,14,,,50,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.22,32.26,MAN Energy Solutions,China P.R.,Greece,H1568A,Bulkers,
Petani,Bulk Carrier,40170,75226,2008,225,In Service,Cardiff Marine,Cardiff Marine,Cardiff Marine,Malta,Pending,IFO 380,Diesel 2-Stroke,,,,11300,IFO 380,,14,,,36,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.2,32.26,MAN Energy Solutions,China P.R.,Greece,H1398A,Bulkers,31.94
Mary Gorgias,Bulk Carrier,40170,75204,2008,225,In Service,Iolcos Hellenic,Iolcos Hellenic,Iolcos Hellenic,Malta,,IFO 380,Diesel 2-Stroke,,,1845,11300,IFO 380,,,,,36,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.22,32.26,MAN Energy Solutions,China P.R.,Greece,H1396A,Bulkers,31.94
Tina IV,Bulk Carrier,40170,75187,2009,225,In Service,Maritime Enterprises,Maritime Enterprises,Maritime Enterprises,Panama,,IFO 380,Diesel 2-Stroke,,,1845,8900,IFO 380,,14,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.25,32.26,MAN Energy Solutions,China P.R.,Greece,H1503A,Bulkers,31.94
Camelia,Bulk Carrier,40170,75204,2009,225,In Service,Irika Shipping,Irika Shipping,Irika Shipping,Panama,,IFO 380,Diesel 2-Stroke,,,1845,8990,IFO 380,,,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.25,32.26,MAN Energy Solutions,China P.R.,Greece,H1504A,Bulkers,31.94
Jia Xi,Bulk Carrier,40170,75151,2009,225,In Service,Shenzhen Energy,Shenzhen Energy,Shenzhen Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,,11300,IFO 380,,,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.25,32.26,MAN Energy Solutions,China P.R.,China P.R.,H1505A,Bulkers,31.94
Striggla,Bulk Carrier,40170,75196,2009,225,In Service,Cardiff Marine,Cardiff Marine,Cardiff Marine,Malta,Fitted,IFO 380,Diesel 2-Stroke,,,,11292,,,14,,,50,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.22,32.26,MAN Energy Solutions,China P.R.,Greece,H1569A,Bulkers,
Naias,Bulk Carrier,40166,73546,2006,225,In Service,Diana Shipping,Diana Shipping,Cargill Ocn Trnsprt,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,1980,10200,,,,,,28.5,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.2,14.02,32.26,MAN Energy Solutions,China P.R.,Greece,H2321,Bulkers,36
Cemtex Venture,Bulk Carrier,40166,73546,2006,225,In Service,U-Ming Marine,Far Eastern Group,U-Ming Marine,Hong Kong,,IFO 380,Diesel 2-Stroke,,,1980,10193,IFO 380,,,,,28.5,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14,32.26,MAN Energy Solutions,China P.R.,Taiwan,H2322,Bulkers,36.5
Amina,Bulk Carrier,40166,73664,2005,225,In Service,Rahbaran Omid Darya,IRISL,Rahbaran Omid Darya,Iran,,IFO 380,Diesel 2-Stroke,,,1980,10200,IFO 380,,,,,,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.4,14,32.26,MAN Energy Solutions,China P.R.,Iran,H2315,Bulkers,37.1
Delruba,Bulk Carrier,40166,73518,2005,225,In Service,Rahbaran Omid Darya,IRISL,Rahbaran Omid Darya,Iran,,IFO 380,Diesel 2-Stroke,,,1980,10200,IFO 380,,,,,,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,13.5,14,32.26,MAN Energy Solutions,China P.R.,Iran,H2316,Bulkers,35
Ganj,Bulk Carrier,40166,73664,2006,225,In Service,Rahbaran Omid Darya,IRISL,Rahbaran Omid Darya,Iran,,IFO 380,Diesel 2-Stroke,,,1980,10200,,,,,,,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,16.4,14,32.26,MAN Energy Solutions,China P.R.,Iran,H2317,Bulkers,
Artin,Bulk Carrier,40166,73664,2006,225,In Service,Rahbaran Omid Darya,IRISL,Rahbaran Omid Darya,Iran,,IFO 380,Diesel 2-Stroke,,,1980,10200,,,,,,,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,16.4,14,32.26,MAN Energy Solutions,China P.R.,Iran,H2318,Bulkers,
Francesco Corrado,Bulk Carrier,40154,77061,2008,225,In Service,Gestion Maritime,Gestion Maritime,Gestion Maritime,Bahamas,,IFO 380,Diesel 2-Stroke,,,,11300,IFO 380,,14.5,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,15.4,14.1,32.26,MAN Energy Solutions,Japan,Monaco,10435,Bulkers,
G.B. Corrado,Bulk Carrier,40154,77061,2008,225,In Service,Gestion Maritime,Gestion Maritime,Gestion Maritime,Bahamas,,IFO 380,Diesel 2-Stroke,,,,11300,IFO 380,,14.5,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,15.4,14.1,32.26,MAN Energy Solutions,Japan,Monaco,10434,Bulkers,
Johnny P,Bulk Carrier,40121,74540,2001,225,In Service,P&P Shpg,P&P Shpg,P&P Shpg,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,10959,IFO 380,,,,,22,N,6S60MC6,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.1,32.26,MAN Energy Solutions,South Korea,Greece,1135,Bulkers,34.5
Angelina,Bulk Carrier,40121,74540,2001,225,In Service,Sea Justice SA,Sea Justice SA,Sea Justice SA,Panama,,IFO 380,Diesel 2-Stroke,,,1980,11110,IFO 380,,,,,22,N,6S60MC6,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.1,32.26,MAN Energy Solutions,South Korea,Greece,1136,Bulkers,34.5
Ascanios,Bulk Carrier,40119,76878,2004,225,In Service,Transocean Maritime,Transocean Maritime,Transocean Maritime,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,1830,11300,IFO 380,,,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.5,14.13,32.3,MAN Energy Solutions,Japan,Monaco,10367,Bulkers,30
Achille,Bulk Carrier,40119,76878,2004,225,In Service,Jazzy Shpmngt,Jazzy Shpmngt,Jazzy Shpmngt,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,2241,11300,IFO 380,,,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,13.5,14.12,32.3,MAN Energy Solutions,Japan,Greece,10368,Bulkers,30
Theodor Oldendorff,Bulk Carrier,40097,77171,2008,225,In Service,Oldendorff Carriers,Oldendorff Carriers,Oldendorff Carriers,Malta,,IFO 180,Diesel 2-Stroke,,,,9326,IFO 380,,14.7,,,,N,6S60MC6.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.19,32.26,MAN Energy Solutions,Japan,Germany,10398,Bulkers,34.5
Xing Hong,Bulk Carrier,40097,75725,2011,225,In Service,Wenlin Changfeng,Wenlin Changfeng,Wenlin Changfeng,China P.R.,,IFO 380,Diesel 2-Stroke,,,1680,8833,IFO 380,,14,,,,N,5S60MC6.2,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14.5,14.2,32.26,MAN Energy Solutions,China P.R.,China P.R.,702,Bulkers,
Maha Aarti,Bulk Carrier,40086,77250,2006,225,In Service,Five Stars Shpg.,Five Stars Shpg.,Five Stars Shpg.,India,,IFO 380,Diesel 2-Stroke,,,,11300,IFO 380,,14.5,,,31.5,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.19,32.26,MAN Energy Solutions,Japan,India,10447,Bulkers,35.5
King Loong,Bulk Carrier,40080,77430,2006,225,In Service,Xiamen ITG,Xiamen ITG,Xiamen ITG,Hong Kong,,IFO 180,Diesel 2-Stroke,,,1470,9319,IFO 380,,,,,,N,5S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,14,14.19,32.26,MAN Energy Solutions,Japan,China P.R.,10424,Bulkers,34.2
Santa Barbara,Bulk Carrier,40077,76361,2011,225,In Service,Mitsubishi Ore,Mitsubishi Corp,,Panama,,IFO 380,Diesel 2-Stroke,,,2400,11300,IFO 380,,,,,,N,5S60MC-C7.2,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,15.4,14.1,32.26,MAN Energy Solutions,Japan,Japan,10564,Bulkers,
King Coal,Bulk Carrier,40077,76361,2010,225,In Service,Mitsubishi Ore,Mitsubishi Corp,,Panama,,IFO 380,Diesel 2-Stroke,,,2400,9318,IFO 380,,,,,,N,5S60MC-C7.2,S60,Diesel 2-Stroke,"Panamax Bulkers 65-99,999 dwt",,MAN B. & W.,15.4,14.1,32.26,MAN Energy Solutions,Japan,Japan,10562,Bulkers,
