Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Manuela Bottiglieri,Chemical & Oil Carrier,25063,40166,2002,176,In Service,Giuseppe Bottiglieri,Giuseppe Bottiglieri,Giuseppe Bottiglieri,Italy,,IFO 380,Diesel 2-Stroke,,,,8457,IFO 380,,,,,0,,N,6S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,15.07,11.12,31,MAN Energy Solutions,South Korea,Italy,33,Product Tankers,35.2
Countess I,Product Carrier,22184,34801,2002,171.2,In Service,Monte Nero Maritime,Monte Nero Maritime,Monte Nero Maritime,Panama,,IFO 380,Diesel 2-Stroke,,,,7150,,,,,,0,24,N,5S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,11.82,27.4,MAN Energy Solutions,China P.R.,Greece,130001,Product Tankers,
Maersk Rosyth,Chemical & Oil Carrier,22184,34810,2003,171.2,In Service,Maersk Company,A.P. Moller,Maersk Tankers,Danish Int'l,,IFO 380,Diesel 2-Stroke,,,,7150,IFO 380,,,,,0,24,N,5S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,11.82,27.4,MAN Energy Solutions,China P.R.,Denmark,130002,Product Tankers,
Ras Maersk,Product Carrier,22184,34999,2003,171.2,In Service,Maersk Tankers,A.P. Moller Holding,Maersk Tankers,Danish Int'l,,IFO 380,Diesel 2-Stroke,,,,7150,IFO 380,,,,,0,24,N,5S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,11.82,27.4,MAN Energy Solutions,China P.R.,Denmark,130003,Product Tankers,29
Robert Maersk,Product Carrier,22181,34801,2003,171.2,In Service,Maersk Tankers,A.P. Moller Holding,Maersk Tankers,Danish Int'l,,IFO 380,Diesel 2-Stroke,,,,7150,IFO 380,,,,,0,24,N,5S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,10,27.4,MAN Energy Solutions,China P.R.,Denmark,130004,Product Tankers,29
Romoe Maersk,Product Carrier,22181,34806,2003,171.2,In Service,Maersk Tankers,A.P. Moller Holding,Maersk Tankers,Danish Int'l,,IFO 380,Diesel 2-Stroke,,,,7150,IFO 380,,,,,0,24,N,5S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,10.65,27.43,MAN Energy Solutions,China P.R.,Denmark,130005,Product Tankers,
Ribe Maersk,Product Carrier,22184,34806,2004,171.18,In Service,Maersk Tankers,A.P. Moller Holding,Maersk Tankers,Danish Int'l,,IFO 380,Diesel 2-Stroke,,,,7150,IFO 380,,,,,0,24,N,5S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,11.82,27.4,MAN Energy Solutions,China P.R.,Denmark,130006,Product Tankers,29
Agathonissos,Product Carrier,57062,106149,2002,243.96,In Service,Eletson Corporation,Eletson Corporation,Eletson Corporation,Greece,,IFO 380,Diesel 2-Stroke,,,2339,13548,IFO 380,,,,,0,39,N,6S60MC-C7.1,S60,Diesel 2-Stroke,"Aframax Products 85-124,999 dwt",,MAN B. & W.,15.1,14.92,42,MAN Energy Solutions,South Korea,Greece,1379,Product Tankers,41.1
Makronissos,Product Carrier,57062,106106,2002,243.96,In Service,Eletson Corporation,Eletson Corporation,Eletson Corporation,Greece,,IFO 380,Diesel 2-Stroke,,,2339,13548,IFO 380,,,,,0,39,N,6S60MC-C7.1,S60,Diesel 2-Stroke,"Aframax Products 85-124,999 dwt",,MAN B. & W.,15.1,14.9,42,MAN Energy Solutions,South Korea,Greece,1380,Product Tankers,
Amazon Explorer,Product Carrier,43075,72910,2002,228.04,In Service,Sun Enterprises,Sun Enterprises,Sun Enterprises,Greece,,IFO 380,Diesel 2-Stroke,,,,12240,IFO 380,,,,,0,,N,6S60MC6.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,15,12.02,40,MAN Energy Solutions,South Korea,Greece,1375,Product Tankers,
Elim,Chem Parcel Tanker,9240,16456,2001,135.53,In Service,Unknown,Unknown,,South Korea,,IFO 380,Diesel 2-Stroke,,,,5180,IFO 380,,,,,0,,N,7S35MC6.1,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14,9.11,22.5,MAN Energy Solutions,Japan,Unknown,324,Chemical Tankers,19
Elka Bene,Chemical & Oil Carrier,30770,45666,2002,188.9,In Service,European Navigation,European Navigation,European Navigation,Liberia,,IFO 380,Diesel 2-Stroke,,,,12240,IFO 380,,16,,,0,,N,6S60MC6.1,S60,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,16.2,12.2,32.2,MAN Energy Solutions,Croatia,Greece,429,Product Tankers,
Veracruz,Chemical & Oil Carrier,30770,45467,2002,188.9,In Service,Pemex,Pemex,Pemex,Mexico,,IFO 380,Diesel 2-Stroke,,,,10849,IFO 380,,,,,0,,N,6S60MC6.1,S60,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,16,12.21,32.2,MAN Energy Solutions,Croatia,Mexico,430,Product Tankers,
Elka Sirius,Chemical & Oil Carrier,30770,45467,2003,188.9,In Service,European Navigation,European Navigation,European Navigation,Liberia,,IFO 380,Diesel 2-Stroke,,,,12240,IFO 380,,16,,,0,,N,6S60MC6.1,S60,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,16,12.21,32.2,MAN Energy Solutions,Croatia,Greece,431,Product Tankers,
Voyager I,Tanker,160100,309233,2003,332.98,In Service,NGM Energy,"Moundreas, N.G.",NGM Energy,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,25480,IFO 380,,,,,0,71.5,N,7S80MC6.1,S80,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,15.3,22.52,58,MAN Energy Solutions,South Korea,Greece,1391,Crude Tankers,84
Olympic Liberty,Tanker,160083,304992,2003,332.97,In Service,Olympic Shpg & Mgmt,Olympic Shpg & Mgmt,Olympic Shpg & Mgmt,Greece,Fitted,IFO 380,Diesel 2-Stroke,,,,25480,IFO 380,,15.3,,,0,71.5,N,7S80MC6.1,S80,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,15.3,22.26,58,MAN Energy Solutions,South Korea,Greece,1392,Crude Tankers,84
Cape Bellavista,Product Carrier,81270,159435,2002,274,In Service,Columbia (Deutsch),Schoeller Holdings,Navig8 Tankers,Malta,,IFO 380,Diesel 2-Stroke,,,,16858,IFO 380,,,,,0,,N,6S70MC6.1,S70,Diesel 2-Stroke,"Suezmax 125-199,999 dwt",,MAN B. & W.,15.7,17.07,48,MAN Energy Solutions,South Korea,Germany,1405,Product Tankers,74
Ultimate,Product Carrier,40343,69697,2002,228,Idle,Nextee Oil,Nextee Oil,,Nigeria,,IFO 380,Diesel 2-Stroke,,,,10223,IFO 380,,,,,0,32,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,14.6,13.6,32.2,MAN Energy Solutions,South Korea,Nigeria,5210,Product Tankers,
Seaways Jademar,Product Carrier,40343,69708,2002,228,In Service,Intl Seaways,Intl Seaways,Panamax Intl,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,,10223,IFO 380,,,,,0,32,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,14.6,13.6,32.2,MAN Energy Solutions,South Korea,United States,5211,Product Tankers,
Seaways Rubymar,Tanker,40343,69599,2002,228,In Service,Intl Seaways,Intl Seaways,Panamax Intl,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,,10223,IFO 380,,,,,0,32,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,14.6,13.6,32.2,MAN Energy Solutions,South Korea,United States,5212,Crude Tankers,
Seaways Rosemar,Tanker,40343,69629,2002,228,In Service,Intl Seaways,Intl Seaways,Panamax Intl,Marshall Is.,,IFO 180,Diesel 2-Stroke,,,,10223,IFO 380,,,,,0,32,N,5S60MC6.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,14.6,13.6,32.2,MAN Energy Solutions,South Korea,United States,5213,Crude Tankers,
Desh Bhakt,Tanker,61978,113928,2003,244.16,In Service,Shpg Corp of India,Shpg Corp of India,Shpg Corp of India,India,,IFO 380,Diesel 2-Stroke,,,,12240,IFO 380,,14,,,0,,N,6S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,14,16,42,MAN Energy Solutions,South Korea,India,1401,Crude Tankers,
Download Limit Exceeded,Tanker,61978,113976,2003,244.16,In Service,Shpg Corp of India,Shpg Corp of India,Shpg Corp of India,India,,IFO 380,Diesel 2-Stroke,,,,12240,IFO 380,,14,,,0,,N,6S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,14,16.02,42,MAN Energy Solutions,South Korea,India,1402,Crude Tankers,
Download Limit Exceeded,Tanker,61978,113918,2003,244.16,In Service,Shpg Corp of India,Shpg Corp of India,Shpg Corp of India,India,,IFO 380,Diesel 2-Stroke,,,,12240,IFO 380,,14,,,0,,N,6S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,14,16.02,42,MAN Energy Solutions,South Korea,India,1403,Crude Tankers,
Download Limit Exceeded,Tanker,61978,113913,2003,244.16,In Service,Shpg Corp of India,Shpg Corp of India,Shpg Corp of India,India,,IFO 380,Diesel 2-Stroke,,,,12240,IFO 380,,,,,0,,N,6S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,14,16.02,42,MAN Energy Solutions,South Korea,India,1404,Crude Tankers,
Download Limit Exceeded,Tanker,161233,306999,2002,332.99,In Service,AET Tankers,Petronas,AET Tankers,Singapore,,IFO 380,Diesel 2-Stroke,,,3780,27160,IFO 380,,,,,0,,N,7RTA84T-B,RTA84,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,Sulzer,15.8,21.91,60,Sulzer,South Korea,Malaysia,1394,Crude Tankers,
Download Limit Exceeded,Tanker,161233,317972,2003,333,In Service,Intl Seaways,Intl Seaways,Tankers Intl,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,3780,29400,,,,,,0,,N,7RTA84T-D,RTA84,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,Sulzer,15.8,22.52,60,Sulzer,South Korea,United States,1395,Crude Tankers,
Download Limit Exceeded,Tanker,81085,159304,2003,274.48,In Service,Waruna Nusa Sentana,Waruna Group,,Indonesia,,IFO 380,Diesel 2-Stroke,,,,18660,IFO 380,,,,,0,,N,6S70MC-C7.1,S70,Diesel 2-Stroke,"Suezmax 125-199,999 dwt",,MAN B. & W.,14.5,17.07,48.04,MAN Energy Solutions,South Korea,Indonesia,1351,Crude Tankers,
Download Limit Exceeded,Tanker,159016,305704,2001,332,Long Term Storage (>28 days),Link Harvest Ent.,Link Harvest Ent.,Link Harvest Ent.,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,25480,IFO 380,,,,,0,,N,7S80MC6.1,S80,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,15.3,22.42,58,MAN Energy Solutions,South Korea,Hong Kong,5189,Crude Tankers,84
Falcon,Tanker,160904,309064,2002,333.28,In Service,Yinson Production,Yinson Holdings,,Bahamas,,IFO 380,Diesel 2-Stroke,,,3600,27160,IFO 380,,,,,0,72.5,N,7S80MC-C6.1,S80,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,15.9,22.53,58,MAN Energy Solutions,South Korea,Malaysia,1402,Crude Tankers,96.8
Download Limit Exceeded,Shuttle Tanker,54865,92995,2002,233,In Service,Teekay Shuttle,Teekay Offshore,Teekay Marine Serv,Bahamas,,IFO 380,Diesel 2-Stroke,,,7600,14308,IFO 380,,,,,0,48.5,N,7S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",Shuttle Tanker,MAN B. & W.,14.7,14.5,42,MAN Energy Solutions,South Korea,Canada,1376,Crude Tankers,64
Download Limit Exceeded,Shuttle Tanker,54865,92968,2003,233,In Service,Teekay Shuttle,Teekay Offshore,Teekay Marine Serv,Bahamas,,IFO 380,Diesel 2-Stroke,,,7600,14308,IFO 380,,,,,0,48.5,N,7S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",Shuttle Tanker,MAN B. & W.,14.5,14.5,42,MAN Energy Solutions,South Korea,Canada,1377,Crude Tankers,64
Download Limit Exceeded,Shuttle Tanker,24916,35181,2004,185.25,In Service,Knutsen NYK,Knutsen NYK,Knutsen NYK,Norwegian Int'l,,IFO 180,Diesel 2-Stroke,,,3552,8561,IFO 380,,,,,0,,N,6S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",Shuttle Tanker,MAN B. & W.,15,11.5,27.4,MAN Energy Solutions,Spain,Norway,604,Product Tankers,
Download Limit Exceeded,Tanker,157003,305795,2002,332.28,In Service,Oriental Shipping,Oriental Shipping,Oriental Shipping,Singapore,,IFO 180,Diesel 2-Stroke,,,,27160,IFO 380,,15.8,,,0,,N,7S80MC-C6.1,S80,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,15.8,22.49,58.05,MAN Energy Solutions,South Korea,Hong Kong,5200,Crude Tankers,96.8
Download Limit Exceeded,Tanker,159383,298465,2002,332.95,In Service,SFL Corporation,Fredriksen Group,,Bahamas,,IFO 380,Diesel 2-Stroke,,,3000,25480,IFO 380,,,,,0,,N,7S80MC6.1,S80,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,15.6,21.13,60,MAN Energy Solutions,Japan,Norway,4983,Crude Tankers,84
Download Limit Exceeded,Tanker,56212,106361,2002,243,In Service,Eurotankers,Eurotankers,Eurotankers,Liberia,,IFO 380,Diesel 2-Stroke,,,,12000,IFO 380,,,,,0,5,N,6RTA58T,RTA58,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,Sulzer,14.5,14.75,42,Sulzer,Japan,Greece,221,Crude Tankers,45
Download Limit Exceeded,Chem Parcel Tanker,23129,37620,2003,183.1,In Service,Stolt Tankers BV,Stolt-Nielsen,Stolt Tankers BV,Liberia,,IFO 380,Diesel 2-Stroke,,,2520,11060,IFO 380,,,,,0,53,N,7S50MC-C8.1,S50,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,15,10.72,32.2,MAN Energy Solutions,Norway,Norway,141,Chemical Tankers,
Download Limit Exceeded,Tanker,161306,319012,2003,332.99,In Service,Mercantile & M'time,Mercantile & M'time,Mercantile & M'time,Liberia,,IFO 380,Diesel 2-Stroke,,,,29346,IFO 380,,,,,0,,N,6S90MC-C Mk5,S90,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,16.4,21.47,60.05,MAN Energy Solutions,South Korea,Singapore,S142,Crude Tankers,
Download Limit Exceeded,Tanker,161306,319175,2003,332.99,In Service,NGM Energy,"Moundreas, N.G.",NGM Energy,Liberia,,IFO 380,Diesel 2-Stroke,,,,29346,IFO 380,,,,,0,,N,6S90MC-C Mk5,S90,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,16.4,22.52,60,MAN Energy Solutions,South Korea,Greece,S143,Crude Tankers,
Download Limit Exceeded,Chemical & Oil Carrier,25382,39999,2003,175.94,In Service,OwolMart Maritime,OwolMart Maritime,OwolMart Maritime,Liberia,,IFO 380,Diesel 2-Stroke,,,3140,8561,IFO 380,,,,,0,27.5,N,6S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,15,11.1,31,MAN Energy Solutions,South Korea,Nigeria,412,Product Tankers,
Download Limit Exceeded,Chemical & Oil Carrier,25382,40081,2003,175.95,In Service,Oceanic Shpg Serv,Oceanic Shpg Serv,Oceanic Shpg Serv,Nigeria,,IFO 180,Diesel 2-Stroke,,,,8561,IFO 380,,,,,0,27.5,N,6S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,11.08,31,MAN Energy Solutions,South Korea,India,418,Product Tankers,
Download Limit Exceeded,Chem Parcel Tanker,11515,20602,2001,144,In Service,Chemmaster Tankers,Chemmaster Tankers,Chemmaster Tankers,Marshall Is.,,IFO 380,Diesel 2-Stroke,,,,7061,IFO 380,,,,,0,,N,6UEC52LA,UEC52,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,Mitsubishi,14,9.83,24.2,Mitsubishi HI,Japan,Hong Kong,1217,Chemical Tankers,24
Download Limit Exceeded,Chem Parcel Tanker,6823,12499,2001,123.18,In Service,Sunwoo Tanker,Sunwoo Tanker,Sunwoo Tanker,South Korea,,IFO 380,Diesel 2-Stroke,,,,3633,IFO 380,,,,,0,,N,7UEC37LA,UEC37,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,Mitsubishi,13,8.75,20,Mitsubishi HI,Japan,South Korea,1218,Chemical Tankers,
Download Limit Exceeded,Tanker,164292,316502,2002,333,In Service,Bahri,Bahri,Bahri,Saudi Arabia,,IFO 380,Diesel 2-Stroke,,,4995,27160,IFO 380,,,,,0,82,N,7RTA84T-B,RTA84,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,Sulzer,15.8,22.52,60,Sulzer,South Korea,Saudi Arabia,1416,Crude Tankers,
Download Limit Exceeded,Tanker,164292,316476,2003,333,In Service,Bahri,Bahri,Bahri,Saudi Arabia,,IFO 380,Diesel 2-Stroke,,,4995,29400,MDO,,,,,0,82,N,7RTA84T-D,RTA84,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,Sulzer,15.8,22.52,60,Sulzer,South Korea,Saudi Arabia,1418,Crude Tankers,
Download Limit Exceeded,Tanker,164292,316507,2003,333,In Service,Bahri,Bahri,Bahri,Saudi Arabia,,IFO 380,Diesel 2-Stroke,,,4995,29400,MDO,,,,,0,82,N,7RTA84T-D,RTA84,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,Sulzer,15.8,22.54,60,Sulzer,South Korea,Saudi Arabia,1419,Crude Tankers,
Download Limit Exceeded,Product Carrier,28534,47131,2000,182.5,In Service,TMM Grupo,TMM Grupo,,Mexico,,IFO 380,Diesel 2-Stroke,,,,8562,IFO 380,,,,,0,,N,6S50MC Mk4,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,15.4,12.65,32.2,MAN Energy Solutions,Japan,Mexico,453,Product Tankers,34.8
Download Limit Exceeded,Tanker,58374,105010,2004,242.98,In Service,Great Eastern Shpg,Great Eastern Shpg,Sigma Tankers,India,,IFO 380,Diesel 2-Stroke,,,2664,12240,IFO 380,,,,,0,,N,6S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,14,14.77,42,MAN Energy Solutions,South Korea,India,1404,Crude Tankers,45.5
Download Limit Exceeded,Chem Parcel Tanker,7092,12716,2000,124,In Service,Layar Sentosa Shpg,Layar Sentosa Shpg,Musim Mas,Panama,,IFO 380,Diesel 2-Stroke,,,,4458,Unspec,,,,,0,,N,6S35MC Mk5,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,13.5,8.77,20.2,MAN Energy Solutions,Japan,Indonesia,416,Chemical Tankers,
Tulip,Chem Parcel Tanker,5997,10280,2000,125,In Service,Zen Shipping & Ports,Zen Shipping & Ports,Zen Shipping & Ports,India,,IFO 180,Diesel 2-Stroke,,,,3882,Unspec,,,,,0,,N,6L35MC Mk5,L35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,13,7.76,18.8,MAN Energy Solutions,Japan,India,418,Chemical Tankers,13
Download Limit Exceeded,Chem Parcel Tanker,8253,14003,2001,134.16,In Service,Zen Shipping & Ports,Zen Shipping & Ports,Zen Shipping & Ports,India,,IFO 380,Diesel 2-Stroke,,,,4440,IFO 380,,,,,0,,N,6S35MC6.1,S35,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,12.5,8.76,20.5,MAN Energy Solutions,Japan,India,417,Chemical Tankers,
Download Limit Exceeded,Tanker,160889,318778,2003,332.99,In Service,Pantheon Tankers,Alpha Tankers,Pantheon Tankers,Greece,,IFO 380,Diesel 2-Stroke,,,,29322,IFO 380,,,,,0,75,N,6S90MC-C Mk5,S90,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,16,22.5,60,MAN Energy Solutions,South Korea,Greece,S152,Crude Tankers,104.7
Download Limit Exceeded,Tanker,160889,317420,2003,332.99,In Service,Maran Tankers Mgmt,Angelicoussis Group,Maran Tankers Mgmt,Greece,,IFO 380,Diesel 2-Stroke,,,3780,29322,IFO 380,,16,,,0,75,N,6S90MC-C Mk5,S90,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,16,22.5,60,MAN Energy Solutions,South Korea,Greece,S153,Crude Tankers,104.7
Download Limit Exceeded,Tanker,159477,298414,2002,332.95,In Service,Shanghai Tuscan,Shanghai Tuscan,Shanghai Tuscan,Panama,,IFO 380,Diesel 2-Stroke,,,2400,25480,IFO 380,,,,,0,,N,7S80MC6.1,S80,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,14.75,21.13,60,MAN Energy Solutions,Japan,China P.R.,4984,Crude Tankers,
Oceania,Tanker,57683,106560,2002,240.5,In Service,BULL,BULL,BULL,Indonesia,,IFO 380,Diesel 2-Stroke,,,,11842,IFO 380,,,,,0,40,N,6S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,15,14.88,42,MAN Energy Solutions,Japan,Indonesia,1224,Crude Tankers,
Download Limit Exceeded,Tanker,57683,106548,2002,240.5,In Service,BULL,BULL,,Indonesia,,IFO 380,Diesel 2-Stroke,,,,11842,IFO 380,,,,,0,40,N,6S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,15,14.85,42,MAN Energy Solutions,Japan,Indonesia,1225,Crude Tankers,
Download Limit Exceeded,Chemical & Oil Carrier,25651,37320,2002,180,In Service,Marwave Shipmgmt,Marwave Shipmgmt,Marwave Shipmgmt,Malta,,IFO 380,Diesel 2-Stroke,,,,9480,,,,,,0,,N,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.6,10.02,32,MAN Energy Solutions,South Korea,Netherlands,1078,Product Tankers,
Download Limit Exceeded,Tanker,57683,106532,2002,240.5,In Service,Sovcomflot JSC,SCF Group,Sovcomflot JSC,Liberia,,IFO 380,Diesel 2-Stroke,,,2220,12240,IFO 380,,,,,0,40,N,6S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,14.2,14.88,42,MAN Energy Solutions,Japan,Russia,1231,Crude Tankers,47.9
Download Limit Exceeded,Chemical & Oil Carrier,26914,44999,2003,182.9,In Service,Endo Tankers,Endo Tankers,Endo Tankers,Malta,,IFO 180,Diesel 4-Stroke,,,1480,7680,IFO 380,,,,,0,,N,8M32,M32,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,MaK,14.5,12.18,32.2,Caterpillar,Croatia,Malta,304,Product Tankers,32.8
Download Limit Exceeded,Chemical & Oil Carrier,26917,46764,2004,182.9,In Service,Team Tankers,Team Tankers,Team Tankers,Liberia,,IFO 180,Diesel 4-Stroke,,,1480,7680,IFO 380,,,,,0,,N,8M32,M32,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,MaK,14.5,12.18,32.22,Caterpillar,Croatia,Norway,305,Product Tankers,32.8
Download Limit Exceeded,Product Carrier,62216,109250,2003,249.9,In Service,Bihar International,Bakri Group,Bihar International,Dominica,,IFO 380,Diesel 2-Stroke,,,,15550,IFO 380,,14.8,,,0,,N,5S70MC-C7.1,S70,Diesel 2-Stroke,"Aframax Products 85-124,999 dwt",,MAN B. & W.,15,14.26,44,MAN Energy Solutions,South Korea,Saudi Arabia,5221,Product Tankers,46
Download Limit Exceeded,Tanker,159016,305178,2002,332.08,Repairs,Seaservice Shpg H.K.,Seaservice Shpg H.K.,Vitol Group,Liberia,,IFO 380,Diesel 2-Stroke,,,3780,25480,IFO 380,,,,,0,74,N,7S80MC6.1,S80,Diesel 2-Stroke,"UL/VLCC 200,000+ dwt",,MAN B. & W.,14.5,22.42,58,MAN Energy Solutions,South Korea,Hong Kong,5199,Crude Tankers,
Download Limit Exceeded,Tanker,110693,193049,2004,289.5,Laid Up,Alaska Tanker Co LLC,Alaska Tanker Co LLC,Alaska Tanker Co LLC,United States,,IFO 380,Diesel Electric,,,5400,23400,IFO 380,,15.3,,,0,210,N,9L48/60,48/60,Diesel Electric,"Suezmax 125-199,999 dwt",,MAN Energy Solutions,15.3,18.75,50,MAN Energy Solutions,United States,United States,484,Crude Tankers,
Download Limit Exceeded,Tanker,110693,193050,2005,289.5,In Service,Alaska Tanker Co LLC,Alaska Tanker Co LLC,Alaska Tanker Co LLC,United States,,IFO 380,Diesel Electric,,,5400,23400,IFO 380,,15.3,,,0,210,N,9L48/60,48/60,Diesel Electric,"Suezmax 125-199,999 dwt",,MAN Energy Solutions,15.3,18.75,50,MAN Energy Solutions,United States,United States,485,Crude Tankers,
Download Limit Exceeded,Tanker,110693,193050,2005,289.5,In Service,Alaska Tanker Co LLC,Alaska Tanker Co LLC,Alaska Tanker Co LLC,United States,,IFO 380,Diesel Electric,,,5400,23400,IFO 380,,15.3,,,0,210,N,9L48/60,48/60,Diesel Electric,"Suezmax 125-199,999 dwt",,MAN Energy Solutions,15.3,18.75,50,MAN Energy Solutions,United States,United States,486,Crude Tankers,
Download Limit Exceeded,Tanker,57508,105716,2003,244,In Service,Great Eastern Shpg,Great Eastern Shpg,Sigma Tankers,India,,IFO 380,Diesel 2-Stroke,,,2664,12240,IFO 380,,,,,0,,N,6S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,14.7,14.92,42,MAN Energy Solutions,South Korea,India,S150,Crude Tankers,42
Download Limit Exceeded,Chemical & Oil Carrier,25408,37256,2003,175.96,In Service,VIPCO,Petrolimex,VIPCO,Vietnam,,IFO 380,Diesel 2-Stroke,,,,12240,IFO 380,,15,,,0,,N,6S60MC6.1,S60,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,15,10.51,31,MAN Energy Solutions,South Korea,Vietnam,414,Product Tankers,
