Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Price (NB),Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
MSC Japan,Fully Cellular Container,37518,42938,1996,242.81,In Service,MSC,MSC,MSC,Panama,,IFO 380,Diesel 2-Stroke,,3398,6720,28368,IFO 380,,,,,44,N,7RTA84C,RTA84,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,23.3,10.82,32.2,Sulzer,South Korea,Italy,1155,Containerships,105
MSC Alabama,Fully Cellular Container,37518,42966,1996,243,In Service,MSC,MSC,MSC,Panama,,IFO 380,Diesel 2-Stroke,,3200,7040,28369,,,,,,42.5,N,7RTA84C,RTA84,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,23.3,10.8,32.2,Sulzer,South Korea,Italy,1159,Containerships,105
MSC Korea,Fully Cellular Container,37518,42938,1996,242.81,In Service,MSC,MSC,MSC,Panama,,IFO 380,Diesel 2-Stroke,,3398,6720,28368,IFO 380,,,,,,N,7RTA84C,RTA84,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,23.3,10.82,32.2,Sulzer,South Korea,Italy,1156,Containerships,105
MSC Monica,Fully Cellular Container,37398,43378,1993,243,In Service,MSC,MSC,MSC,Panama,,IFO 180,Diesel 2-Stroke,,3424,4200,24507,IFO 380,,,,,,N,7RTA84,RTA84,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,22.5,11.7,32.2,Sulzer,South Korea,Italy,1103,Containerships,99
MSC Martina,Fully Cellular Container,37398,43378,1993,243,In Service,MSC,MSC,MSC,Panama,,IFO 180,Diesel 2-Stroke,,3424,4200,24507,IFO 380,,,,,,N,7RTA84,RTA84,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,22.5,11.7,32.2,Sulzer,South Korea,Italy,1102,Containerships,99
MSC Rossella,Fully Cellular Container,37398,43378,1993,242.81,In Service,MSC,MSC,MSC,Panama,,IFO 180,Diesel 2-Stroke,,3424,4200,26780,IFO 380,,,,,,N,7RTA84C,RTA84,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,22.6,11.7,32.2,Sulzer,South Korea,Italy,1105,Containerships,99
MSC Sophie,Fully Cellular Container,37398,43378,1993,242.85,In Service,MSC,MSC,MSC,Panama,,IFO 180,Diesel 2-Stroke,,3424,4200,26780,IFO 380,,,,,,N,7RTA84C,RTA84,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,22.6,12.11,32.2,Sulzer,South Korea,Italy,1106,Containerships,99
Kota Manis,Fully Cellular Container,37199,45349,2013,221.16,In Service,PIL,PIL,PIL,Singapore,Pending,IFO 380,Diesel 2-Stroke,,3566,,22890,,,,,,,N,7S70ME-C8.2,S70,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.1,12.02,34.9,MAN Energy Solutions,South Korea,Singapore,S584,Containerships,130
Kota Machan,Fully Cellular Container,37199,45349,2013,221.16,In Service,PIL,PIL,PIL,Singapore,Pending,IFO 380,Diesel 2-Stroke,,3566,,22890,,,,,,,N,7S70ME-C8.2,S70,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.1,12.02,34.9,MAN Energy Solutions,South Korea,Singapore,S587,Containerships,130
Kota Makmur,Fully Cellular Container,37199,45349,2013,221.16,In Service,HI Investments,Hyundai Mipo,PIL,Hong Kong,Pending,IFO 380,Diesel 2-Stroke,,3566,7200,22890,IFO 380,,,,,,N,7S70ME-C8.2,S70,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.1,12.02,34.9,MAN Energy Solutions,South Korea,South Korea,S585,Containerships,130
Kota Megah,Fully Cellular Container,37199,45349,2013,221.16,In Service,PIL,PIL,PIL,Singapore,Pending,IFO 380,Diesel 2-Stroke,,3566,6000,22890,IFO 380,,,,,,N,7S70ME-C8.2,S70,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.1,12.02,34.9,MAN Energy Solutions,South Korea,Singapore,S586,Containerships,
CMA CGM Fort Saint Charles,Fully Cellular Container,36946,38840,2019,219,In Service,CMA CGM,CMA CGM,CMA CGM,France,,IFO 380,Diesel 2-Stroke,,3504,10428,24750,,,,,,,N,7X72,X72,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,WinGD,21.5,11,35.6,CSSC,China P.R.,France,N783,Containerships,
CMA CGM Fort Fleur D'Epee,Fully Cellular Container,36946,38840,2019,219,In Service,CMA CGM,CMA CGM,CMA CGM,France,,IFO 380,Diesel 2-Stroke,,3504,10428,24750,,,,,,,N,7X72,X72,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,WinGD,21.5,11,35.6,CSSC,China P.R.,France,N784,Containerships,
CMA CGM Fort De France,Fully Cellular Container,36946,38840,2019,219,In Service,CMA CGM,CMA CGM,CMA CGM,France,,IFO 380,Diesel 2-Stroke,,3504,10428,24750,,,,,,,N,7X72,X72,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,WinGD,21.5,11,35.6,CSSC,China P.R.,France,N781,Containerships,
CMA CGM Fort Royal,Fully Cellular Container,36946,38840,2019,219,In Service,CMA CGM,CMA CGM,CMA CGM,France,,IFO 380,Diesel 2-Stroke,,3504,10428,24750,,,,,,,N,7X72,X72,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,WinGD,21.5,11,35.6,CSSC,China P.R.,France,N782,Containerships,
Inter Sydney,Fully Cellular Container,36603,45383,1998,231.5,In Service,Interworld Shipping,Interworld Shipping,Interworld Shipping,St. Vincent & G.,,IFO 180,Diesel 2-Stroke,,3400,5040,27240,IFO 380,,,,,,N,8K80MC-C Mk4,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,12.22,32.25,MAN Energy Solutions,South Korea,U.A.E.,230,Containerships,117
Lyme Bay,Fully Cellular Container,36600,48997,2013,228,In Service,Eastern Pacific Shpg,Eastern Pacific Shpg,,Liberia,Pending,IFO 380,Diesel 2-Stroke,,3674,9240,27180,IFO 380,,,,,,N,6K80ME-C9.2,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,21,12.47,37.3,MAN Energy Solutions,South Korea,Singapore,4029,Containerships,99.7
Uni Fortuna,Fully Cellular Container,36483,42822,2007,239,In Service,Uni-Asia Holding,Uni-Asia Holding,Maersk,Panama,,IFO 380,Diesel 2-Stroke,,3450,,31990,,,,,,,N,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.5,12,32.2,MAN Energy Solutions,South Korea,Hong Kong,320,Containerships,117
Navios Summer,Fully Cellular Container,36483,42822,2006,239,In Service,Navios Containers,Navios Holdings,Zim Integrated Shpg,Marshall Is.,,IFO 380,Diesel 2-Stroke,,3450,4620,31990,,,,,,39.7,N,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.5,12,32.26,MAN Energy Solutions,South Korea,Greece,395,Containerships,117
Navios Verano,Fully Cellular Container,36483,42822,2006,239,In Service,Navios Containers,Navios Holdings,Maersk,Marshall Is.,,IFO 380,Diesel 2-Stroke,,3450,4620,31990,,,,,,39.7,N,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.5,12,32.26,MAN Energy Solutions,South Korea,Greece,396,Containerships,117
Navios Spring,Fully Cellular Container,36483,42822,2007,239,In Service,Navios Containers,Navios Holdings,Hapag-Lloyd Cont,Marshall Is.,,IFO 380,Diesel 2-Stroke,,3450,4620,31990,,,,,,39.7,N,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.5,12,32.26,MAN Energy Solutions,South Korea,Greece,397,Containerships,117
Uni Florida,Fully Cellular Container,36483,42822,2007,239,In Service,Uni-Asia Holding,Uni-Asia Holding,Maersk,Panama,,IFO 380,Diesel 2-Stroke,,3450,,31990,,,,,,39.7,N,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.5,12,32.26,MAN Energy Solutions,South Korea,Hong Kong,398,Containerships,117
MSC Levina,Fully Cellular Container,36420,43140,1989,241.32,In Service,MSC,MSC,MSC,Panama,,IFO 380,Diesel 2-Stroke,,2900,,23168,,,,,,,N,7RTA84,RTA84,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Sulzer,22,11.72,32.21,Sulzer,South Korea,Italy,1063,Containerships,84
MSC Maria Laura,Fully Cellular Container,36389,42513,1988,229,In Service,MSC,MSC,MSC,Panama,,IFO 380,Diesel 2-Stroke,,2591,,23168,,,,,,,N,7RTA84,RTA84,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Sulzer,20.5,12.48,32.2,Sulzer,South Korea,Italy,HN-1055,Containerships,70
COSCO Fuzhou,Fully Cellular Container,35988,42201,2007,231,In Service,Seaspan Corporation,Seaspan Corporation,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,3534,6160,31990,,,,,,,N,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.5,12,32.2,MAN Energy Solutions,China P.R.,Canada,04-125,Containerships,133
COSCO Yingkou,Fully Cellular Container,35988,41500,2007,230.9,In Service,Seaspan Corporation,Seaspan Corporation,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,3534,,31990,,,,,,,N,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24,12,32.26,MAN Energy Solutions,China P.R.,Canada,04-126,Containerships,133
MSC Banu,Fully Cellular Container,35954,41500,2004,227,In Service,MSC,MSC,MSC,Panama,Fitted,IFO 380,Diesel 2-Stroke,,3139,6160,31990,,,,,,,N,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.7,12,32.2,MAN Energy Solutions,China P.R.,Italy,197,Containerships,122
MSC Astrid,Fully Cellular Container,35954,41500,2004,227,In Service,MSC,MSC,MSC,Panama,Fitted,IFO 380,Diesel 2-Stroke,,3139,6160,31990,,,,,,,N,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.7,12,32.2,MAN Energy Solutions,China P.R.,Italy,198,Containerships,122
Castor N,Fully Cellular Container,35881,41850,2007,220.32,In Service,Navios MLP,Navios Holdings,COSCO Shipping Lines,Cyprus,,IFO 380,Diesel 2-Stroke,,3100,2520,26270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,Greece,B178/119,Containerships,105
Letavia,Fully Cellular Container,35881,41802,2005,220.5,In Service,Hammonia Reederei,Hammonia Reederei,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3091,2640,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,Germany,B178/111,Containerships,97.5
Independent Vision,Fully Cellular Container,35881,42850,2006,220,In Service,Mercator Navigation,Mercator Navigation,Independent Cont.,Madeira,,IFO 380,Diesel 2-Stroke,,3100,2640,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,Germany,B178/118,Containerships,97.5
Barry,Fully Cellular Container,35881,42200,2004,220,In Service,Torvald Klaveness,Torvald Klaveness,,Marshall Is.,,IFO 380,Diesel 2-Stroke,,3091,2640,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,Norway,B178/110,Containerships,97.5
Port Gdynia,Fully Cellular Container,35881,41850,2011,220.5,In Service,POL-Euro Shipping,Polish Ocean Lines,CMA CGM,Malta,,IFO 380,Diesel 2-Stroke,,3091,2520,25270,IFO 380,,,,,40,N,7K80MC-C6.2,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,21,10.5,32.24,MAN Energy Solutions,Poland,Poland,B178/123,Containerships,90
Independent Horizon,Fully Cellular Container,35881,41850,2008,220,In Service,Peter Dohle,Peter Dohle,Independent Cont.,Liberia,,IFO 380,Diesel 2-Stroke,,3108,2520,25270,,,,,,40,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,Germany,B178/122,Containerships,105
FESCO Diomid,Fully Cellular Container,35881,41850,2009,220.23,In Service,FESCO,FESCO,FESCO,Cyprus,,IFO 380,Diesel 2-Stroke,,3108,5040,25270,,,,,,,N,7K80MC-C6.2,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.2,10.5,32.24,MAN Energy Solutions,Poland,Russia,B178/125,Containerships,105
Polonia,Fully Cellular Container,35881,41802,2003,220.5,In Service,Peter Dohle,Peter Dohle,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3091,2519,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.3,10.5,32.26,MAN Energy Solutions,Poland,Germany,B178/14,Containerships,97.5
Louis S,Fully Cellular Container,35881,41833,2003,220,In Service,Reederei Schepers,Reederei Schepers,CMA CGM,Antigua & B.,,IFO 380,Diesel 2-Stroke,,3091,2640,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,Germany,B178/15,Containerships,97.5
Saxonia,Fully Cellular Container,35881,41802,2003,220.5,In Service,Hammonia Reederei,Hammonia Reederei,MSC,Madeira,,IFO 380,Diesel 2-Stroke,,3108,2519,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,Germany,B178/16,Containerships,97.5
FESCO Dalnegorsk,Fully Cellular Container,35881,41748,2004,220,In Service,FESCO,FESCO,FESCO,Cyprus,,IFO 380,Diesel 2-Stroke,,3091,2640,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.31,MAN Energy Solutions,Poland,Russia,B178/18,Containerships,97.5
Zheng Yun 1,Fully Cellular Container,35881,41994,2004,220.48,In Service,Lianyungang Wuzhou,Taizhou Donghai SY,,China P.R.,,IFO 380,Diesel 2-Stroke,,3091,2640,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,China P.R.,B178/19,Containerships,97.5
Leto,Fully Cellular Container,35881,42850,2006,220,In Service,Peter Dohle,Peter Dohle,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3091,2519,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,Germany,B178/117,Containerships,105
Demeter,Fully Cellular Container,35881,42200,2006,220,In Service,Peter Dohle,Peter Dohle,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3091,2519,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.5,10.5,32.26,MAN Energy Solutions,Poland,Germany,B178/115,Containerships,105
Daphne,Fully Cellular Container,35881,41850,2006,220,In Service,Peter Dohle,Peter Dohle,Global Feeder Shpg,Liberia,,IFO 380,Diesel 2-Stroke,,3091,2519,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,Germany,B178/116,Containerships,105
EM Kea,Fully Cellular Container,35881,41850,2007,220.32,In Service,Euroseas,Eurobulk,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3100,2520,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.3,10.5,32.26,MAN Energy Solutions,Poland,Greece,B178/120,Containerships,93
Lutetia,Fully Cellular Container,35881,41802,2005,220.5,In Service,Hammonia Reederei,Hammonia Reederei,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3091,2640,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,Germany,B178/112,Containerships,97.5
Maersk Bintan,Fully Cellular Container,35835,43127,2008,223.5,In Service,Maersk,A.P. Moller,Maersk,Hong Kong,,IFO 380,Diesel 2-Stroke,,3075,,28880,IFO 380,,,,,73,N,8K80ME-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23,12,32.2,MAN Energy Solutions,South Korea,Denmark,N-186,Containerships,105
Maersk Bulan,Fully Cellular Container,35835,43127,2008,223.5,In Service,Maersk,A.P. Moller,Maersk,Singapore,,IFO 380,Diesel 2-Stroke,,3078,,29231,IFO 380,,,,,73,N,8K80ME-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,12,32.2,MAN Energy Solutions,South Korea,Denmark,N-188,Containerships,105
Safmarine Benguela,Fully Cellular Container,35835,43127,2009,223.5,In Service,Safmarine,A.P. Moller,Safmarine,Hong Kong,,IFO 380,Diesel 2-Stroke,,3078,,29231,IFO 380,,22.39,,,73,N,8K80ME-C6.2,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,12,32.2,MAN Energy Solutions,South Korea,Denmark,N-190,Containerships,105
Maersk Bali,Fully Cellular Container,35835,43123,2008,223.5,In Service,Maersk,A.P. Moller,Maersk,Singapore,,IFO 380,Diesel 2-Stroke,,3078,,28861,IFO 380,,18,,,53.62,N,8K80ME-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,12,32.3,MAN Energy Solutions,South Korea,Denmark,N-195,Containerships,105
Maersk Bogor,Fully Cellular Container,35835,43123,2009,223.5,In Service,Maersk,A.P. Moller,Maersk,Singapore,,IFO 380,Diesel 2-Stroke,,3075,,29231,IFO 380,,,,,53.62,N,7K80ME-C9.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,12,32.3,MAN Energy Solutions,South Korea,Denmark,N-196,Containerships,105
Maersk Batam,Fully Cellular Container,35835,43127,2008,223.5,In Service,Maersk,A.P. Moller,Maersk,Singapore,,IFO 380,Diesel 2-Stroke,,3078,,29231,IFO 380,,,,,73,N,8K80ME-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,12,32.2,MAN Energy Solutions,South Korea,Denmark,N-187,Containerships,105
Safmarine Bayete,Fully Cellular Container,35835,43127,2009,223.5,In Service,Safmarine,A.P. Moller,Safmarine,Hong Kong,,IFO 380,Diesel 2-Stroke,,3078,,29231,IFO 380,,22.39,,,73,N,8K80ME-C6.2,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,12,32.2,MAN Energy Solutions,South Korea,Denmark,N-189,Containerships,105
Maersk Batur,Fully Cellular Container,35835,43123,2009,223.5,In Service,Maersk,A.P. Moller,Maersk,Singapore,,IFO 380,Diesel 2-Stroke,,3078,,29231,IFO 380,,,,,,N,7K80ME-C9.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,12,32.3,MAN Energy Solutions,South Korea,Denmark,N-206,Containerships,105
Maersk Bratan,Fully Cellular Container,35835,43123,2009,223.5,In Service,Maersk,A.P. Moller,Maersk,Singapore,,IFO 380,Diesel 2-Stroke,,3078,,29231,IFO 380,,,,,53.62,N,7K80ME-C9.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,12,32.3,MAN Energy Solutions,South Korea,Denmark,N-197,Containerships,105
JPO Leo,Fully Cellular Container,35645,41743,2005,220,In Service,"Oltmann, Schiff.","Oltmann, Schiff.",CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3100,2519,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,Germany,B178/113,Containerships,97.5
Minna,Fully Cellular Container,35645,42200,2005,220,In Service,Peter Dohle,Peter Dohle,CMA CGM,Madeira,,IFO 380,Diesel 2-Stroke,,3091,2519,25270,,,,,,,N,7K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,10.5,32.26,MAN Energy Solutions,Poland,Germany,B178/114,Containerships,97.5
MSC Sabrina,Fully Cellular Container,35598,43078,1989,242.6,In Service,MSC,MSC,MSC,Panama,,IFO 380,Diesel 2-Stroke,,2668,,20851,IFO 380,,,,,,N,7RTA84,RTA84,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Sulzer,22,11.73,32.2,Sulzer,South Korea,Italy,4018,Containerships,90
Express Argentina,Fully Cellular Container,35595,44080,2010,222.56,In Service,Danaos Shipping,Danaos Shipping,Maersk,Malta,,IFO 380,Diesel 2-Stroke,,3398,3960,31640,,,,,,,N,7RT-flex82C,flex82C,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Wartsila 2-stroke,23,12,32.2,CSSC,South Korea,Greece,N-219,Containerships,113.8
Express France,Fully Cellular Container,35595,44080,2010,222.56,In Service,Danaos Shipping,Danaos Shipping,CMA CGM,Malta,,IFO 380,Diesel 2-Stroke,,3398,3960,31640,,,,,,,N,7RT-flex82C,flex82C,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Wartsila 2-stroke,23,12,32.2,CSSC,South Korea,Greece,N-221,Containerships,113.8
Express Black Sea,Fully Cellular Container,35595,44080,2011,222.56,In Service,Danaos Shipping,Danaos Shipping,CMA CGM,Malta,,IFO 380,Diesel 2-Stroke,,3398,3960,31640,IFO 380,,,,,,N,7RT-flex82C,flex82C,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Wartsila 2-stroke,23,12,32.2,CSSC,South Korea,Greece,N-223,Containerships,116.9
Express Brazil,Fully Cellular Container,35595,44080,2010,222.56,In Service,Danaos Shipping,Danaos Shipping,CMA CGM,Malta,,IFO 380,Diesel 2-Stroke,,3398,3960,31640,,,,,,,N,7RT-flex82C,flex82C,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Wartsila 2-stroke,23,12,32.2,CSSC,South Korea,Greece,N-220,Containerships,113.8
Tim-S.,Fully Cellular Container,35581,44135,2005,222.52,In Service,Reederei Schepers,Reederei Schepers,,Liberia,,IFO 380,Diesel 2-Stroke,,3398,4800,28880,,,,,,,N,8K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.4,12,32.2,MAN Energy Solutions,South Korea,Germany,N-148,Containerships,105
Solar N,Fully Cellular Container,35581,44053,2006,222.52,In Service,Navios MLP,Navios Holdings,Maersk,Liberia,,IFO 380,Diesel 2-Stroke,,3398,4736,28880,,,,,,,N,8K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.4,12,32.2,MAN Energy Solutions,South Korea,Greece,N-149,Containerships,105
Adelheid-S.,Fully Cellular Container,35581,44053,2006,222.52,In Service,Reederei Schepers,Reederei Schepers,MSC,Antigua & B.,,IFO 380,Diesel 2-Stroke,,3398,4800,28880,,,,,,,N,8K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.4,12,32.2,MAN Energy Solutions,South Korea,Germany,N-150,Containerships,105
Solstice N,Fully Cellular Container,35581,44022,2007,222.52,In Service,Navios Europe II,Navios Holdings,MSC,Liberia,,IFO 380,Diesel 2-Stroke,,3398,4736,28880,,,,,,,N,8K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.4,12,32.2,MAN Energy Solutions,South Korea,Greece,N-151,Containerships,105
Bomar Renaissance,Fully Cellular Container,35574,43050,2006,223,In Service,Borealis Maritime,Borealis Maritime,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3390,6160,28880,,,,,,,N,8K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.5,12,32.2,MAN Energy Solutions,South Korea,United Kingdom,N-191,Containerships,105
Newark,Fully Cellular Container,35573,43127,2006,223,In Service,NSC Schiffahrt,NSC Schiffahrt,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3388,4800,28832,,,,,,48.8,N,8K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.5,12,32.2,MAN Energy Solutions,South Korea,Germany,N-156,Containerships,105
Noro,Fully Cellular Container,35573,43127,2007,223,In Service,NSC Schiffahrt,NSC Schiffahrt,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3388,4736,28832,,,,,,1,N,8K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.5,12,32.2,MAN Energy Solutions,South Korea,Germany,N-157,Containerships,105
Nelson,Fully Cellular Container,35573,43127,2007,223,In Service,NSC Schiffahrt,NSC Schiffahrt,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3388,,28880,,,,,,,N,8K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.5,12,32.2,MAN Energy Solutions,South Korea,Germany,N-158,Containerships,105
Natal,Fully Cellular Container,35573,43127,2007,223,In Service,NSC Schiffahrt,NSC Schiffahrt,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3388,,28880,,,,,,,N,8K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.5,12,32.2,MAN Energy Solutions,South Korea,Germany,N-161,Containerships,105
Sphene,Fully Cellular Container,35573,43127,2007,223,In Service,Schulte Group,Schulte Group,MSC,Marshall Is.,,IFO 380,Diesel 2-Stroke,,3388,,28880,,,,,,,N,8K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.5,12,32.2,MAN Energy Solutions,South Korea,Germany,N-159,Containerships,105
